knot_id_base,number_of_crossings,is_alternating,signature,s_invariant_qc,all5_ge3,no_khovanov_ge3of4,G_abs_s_minus_sigma,G_abs_abs_s_minus_abs_sigma,khovanov_F_support_size,khovanov_F_q_minus_2t_diagonal_count
15a52403,15,1,6,6,False,False,0.0,0.0,30,2
15a52404,15,1,0,0,False,False,0.0,0.0,30,2
15a52405,15,1,8,8,False,False,0.0,0.0,30,2
15a52406,15,1,10,10,False,False,0.0,0.0,30,2
15a52407,15,1,8,8,False,False,0.0,0.0,30,2
15a52408,15,1,8,8,False,False,0.0,0.0,30,2
15a52409,15,1,6,6,False,False,0.0,0.0,30,2
15a52410,15,1,8,8,False,False,0.0,0.0,30,2
15a52411,15,1,6,6,False,False,0.0,0.0,30,2
15a52412,15,1,6,6,False,False,0.0,0.0,30,2
15a52413,15,1,4,4,False,False,0.0,0.0,30,2
15a52414,15,1,0,0,False,False,0.0,0.0,30,2
15a52415,15,1,4,4,False,False,0.0,0.0,30,2
15a52416,15,1,0,0,False,False,0.0,0.0,30,2
15a52417,15,1,4,4,False,False,0.0,0.0,30,2
15a52418,15,1,2,2,False,False,0.0,0.0,30,2
15a52419,15,1,0,0,False,False,0.0,0.0,30,2
15a52420,15,1,6,6,False,False,0.0,0.0,30,2
15a52421,15,1,4,4,False,False,0.0,0.0,30,2
15a52422,15,1,4,4,False,False,0.0,0.0,30,2
15a52423,15,1,2,2,False,False,0.0,0.0,30,2
15a52424,15,1,4,4,False,False,0.0,0.0,30,2
15a52425,15,1,2,2,False,False,0.0,0.0,30,2
15a52426,15,1,2,2,False,False,0.0,0.0,30,2
15a52427,15,1,2,2,False,False,0.0,0.0,30,2
15a52428,15,1,0,0,False,False,0.0,0.0,30,2
15a52429,15,1,4,4,False,False,0.0,0.0,30,2
15a52430,15,1,8,8,False,False,0.0,0.0,30,2
15a52431,15,1,6,6,False,False,0.0,0.0,30,2
15a52432,15,1,4,4,False,False,0.0,0.0,30,2
15a52433,15,1,4,4,False,False,0.0,0.0,30,2
15a52434,15,1,2,2,False,False,0.0,0.0,30,2
15a52435,15,1,6,6,False,False,0.0,0.0,30,2
15a52436,15,1,4,4,False,False,0.0,0.0,30,2
15a52437,15,1,2,2,False,False,0.0,0.0,30,2
15a52438,15,1,0,0,False,False,0.0,0.0,30,2
15a52439,15,1,0,0,False,False,0.0,0.0,30,2
15a52440,15,1,4,4,False,False,0.0,0.0,30,2
15a52441,15,1,2,2,False,False,0.0,0.0,30,2
15a52442,15,1,2,2,False,False,0.0,0.0,30,2
15a52443,15,1,6,6,False,False,0.0,0.0,30,2
15a52444,15,1,4,4,False,False,0.0,0.0,30,2
15a52445,15,1,2,2,False,False,0.0,0.0,30,2
15a52446,15,1,2,2,False,False,0.0,0.0,30,2
15a52447,15,1,10,10,False,False,0.0,0.0,30,2
15a52448,15,1,8,8,False,False,0.0,0.0,30,2
15a52449,15,1,2,2,False,False,0.0,0.0,30,2
15a52450,15,1,0,0,False,False,0.0,0.0,30,2
15a52451,15,1,4,4,False,False,0.0,0.0,30,2
15a52452,15,1,2,2,False,False,0.0,0.0,30,2
15a52453,15,1,4,4,False,False,0.0,0.0,30,2
15a52454,15,1,2,2,False,False,0.0,0.0,30,2
15a52455,15,1,0,0,False,False,0.0,0.0,30,2
15a52456,15,1,4,4,False,False,0.0,0.0,30,2
15a52457,15,1,2,2,False,False,0.0,0.0,30,2
15a52458,15,1,4,4,False,False,0.0,0.0,30,2
15a52459,15,1,2,2,False,False,0.0,0.0,30,2
15a52460,15,1,2,2,False,False,0.0,0.0,30,2
15a52461,15,1,8,8,False,False,0.0,0.0,30,2
15a52462,15,1,4,4,False,False,0.0,0.0,30,2
15a52463,15,1,4,4,False,False,0.0,0.0,30,2
15a52464,15,1,2,2,False,False,0.0,0.0,30,2
15a52465,15,1,0,0,False,False,0.0,0.0,30,2
15a52466,15,1,0,0,False,False,0.0,0.0,30,2
15a52467,15,1,2,2,False,False,0.0,0.0,30,2
15a52468,15,1,2,2,False,False,0.0,0.0,30,2
15a52469,15,1,2,2,False,False,0.0,0.0,30,2
15a52470,15,1,2,2,False,False,0.0,0.0,30,2
15a52471,15,1,6,6,False,False,0.0,0.0,30,2
15a52472,15,1,0,0,False,False,0.0,0.0,30,2
15a52473,15,1,0,0,False,False,0.0,0.0,30,2
15a52474,15,1,8,8,False,False,0.0,0.0,30,2
15a52475,15,1,6,6,False,False,0.0,0.0,30,2
15a52476,15,1,2,2,False,False,0.0,0.0,30,2
15a52477,15,1,6,6,False,False,0.0,0.0,30,2
15a52478,15,1,6,6,False,False,0.0,0.0,30,2
15a52479,15,1,6,6,False,False,0.0,0.0,30,2
15a52480,15,1,4,4,False,False,0.0,0.0,30,2
15a52481,15,1,2,2,False,False,0.0,0.0,30,2
15a52482,15,1,2,2,False,False,0.0,0.0,30,2
15a52483,15,1,2,2,False,False,0.0,0.0,30,2
15a52484,15,1,2,2,False,False,0.0,0.0,30,2
15a52485,15,1,8,8,False,False,0.0,0.0,30,2
15a52486,15,1,6,6,False,False,0.0,0.0,30,2
15a52487,15,1,2,2,False,False,0.0,0.0,30,2
15a52488,15,1,0,0,False,False,0.0,0.0,30,2
15a52489,15,1,4,4,False,False,0.0,0.0,30,2
15a52490,15,1,2,2,False,False,0.0,0.0,30,2
15a52491,15,1,4,4,False,False,0.0,0.0,30,2
15a52492,15,1,2,2,False,False,0.0,0.0,30,2
15a52493,15,1,2,2,False,False,0.0,0.0,30,2
15a52494,15,1,2,2,False,False,0.0,0.0,30,2
15a52495,15,1,2,2,False,False,0.0,0.0,30,2
15a52496,15,1,2,2,False,False,0.0,0.0,30,2
15a52497,15,1,2,2,False,False,0.0,0.0,30,2
15a52498,15,1,2,2,False,False,0.0,0.0,30,2
15a52499,15,1,4,4,False,False,0.0,0.0,30,2
15a52500,15,1,4,4,False,False,0.0,0.0,30,2
15a52501,15,1,0,0,False,False,0.0,0.0,30,2
15a52502,15,1,2,2,False,False,0.0,0.0,30,2
15a52503,15,1,2,2,False,False,0.0,0.0,30,2
15a52504,15,1,8,8,False,False,0.0,0.0,30,2
15a52505,15,1,6,6,False,False,0.0,0.0,30,2
15a52506,15,1,4,4,False,False,0.0,0.0,30,2
15a52507,15,1,2,2,False,False,0.0,0.0,30,2
15a52508,15,1,6,6,False,False,0.0,0.0,30,2
15a52509,15,1,6,6,False,False,0.0,0.0,30,2
15a52510,15,1,6,6,False,False,0.0,0.0,30,2
15a52511,15,1,2,2,False,False,0.0,0.0,30,2
15a52512,15,1,6,6,False,False,0.0,0.0,30,2
15a52513,15,1,2,2,False,False,0.0,0.0,30,2
15a52514,15,1,4,4,False,False,0.0,0.0,30,2
15a52515,15,1,0,0,False,False,0.0,0.0,30,2
15a52516,15,1,2,2,False,False,0.0,0.0,30,2
15a52517,15,1,6,6,False,False,0.0,0.0,30,2
15a52518,15,1,4,4,False,False,0.0,0.0,30,2
15a52519,15,1,2,2,False,False,0.0,0.0,30,2
15a52520,15,1,0,0,False,False,0.0,0.0,30,2
15a52521,15,1,4,4,False,False,0.0,0.0,30,2
15a52522,15,1,2,2,False,False,0.0,0.0,30,2
15a52523,15,1,0,0,False,False,0.0,0.0,30,2
15a52524,15,1,0,0,False,False,0.0,0.0,30,2
15a52525,15,1,6,6,False,False,0.0,0.0,30,2
15a52526,15,1,6,6,False,False,0.0,0.0,30,2
15a52527,15,1,2,2,False,False,0.0,0.0,30,2
15a52528,15,1,8,8,False,False,0.0,0.0,30,2
15a52529,15,1,8,8,False,False,0.0,0.0,30,2
15a52530,15,1,6,6,False,False,0.0,0.0,30,2
15a52531,15,1,6,6,False,False,0.0,0.0,30,2
15a52532,15,1,2,2,False,False,0.0,0.0,30,2
15a52533,15,1,2,2,False,False,0.0,0.0,30,2
15a52534,15,1,4,4,False,False,0.0,0.0,30,2
15a52535,15,1,2,2,False,False,0.0,0.0,30,2
15a52536,15,1,2,2,False,False,0.0,0.0,30,2
15a52537,15,1,2,2,False,False,0.0,0.0,30,2
15a52538,15,1,6,6,False,False,0.0,0.0,30,2
15a52539,15,1,2,2,False,False,0.0,0.0,30,2
15a52540,15,1,0,0,False,False,0.0,0.0,30,2
15a52541,15,1,4,4,False,False,0.0,0.0,30,2
15a52542,15,1,0,0,False,False,0.0,0.0,30,2
15a52543,15,1,2,2,False,False,0.0,0.0,30,2
15a52544,15,1,2,2,False,False,0.0,0.0,30,2
15a52545,15,1,4,4,False,False,0.0,0.0,30,2
15a52546,15,1,4,4,False,False,0.0,0.0,30,2
15a52547,15,1,8,8,False,False,0.0,0.0,30,2
15a52548,15,1,0,0,False,False,0.0,0.0,30,2
15a52549,15,1,6,6,False,False,0.0,0.0,30,2
15a52550,15,1,6,6,False,False,0.0,0.0,30,2
15a52551,15,1,6,6,False,False,0.0,0.0,30,2
15a52552,15,1,4,4,False,False,0.0,0.0,30,2
15a52553,15,1,2,2,False,False,0.0,0.0,30,2
15a52554,15,1,2,2,False,False,0.0,0.0,30,2
15a52555,15,1,2,2,False,False,0.0,0.0,30,2
15a52556,15,1,2,2,False,False,0.0,0.0,30,2
15a52557,15,1,2,2,False,False,0.0,0.0,30,2
15a52558,15,1,0,0,False,False,0.0,0.0,30,2
15a52559,15,1,0,0,False,False,0.0,0.0,30,2
15a52560,15,1,6,6,False,False,0.0,0.0,30,2
15a52561,15,1,2,2,True,True,0.0,0.0,30,2
15a52562,15,1,0,0,False,False,0.0,0.0,30,2
15a52563,15,1,4,4,False,False,0.0,0.0,30,2
15a52564,15,1,2,2,False,False,0.0,0.0,30,2
15a52565,15,1,0,0,False,False,0.0,0.0,30,2
15a52566,15,1,0,0,False,False,0.0,0.0,30,2
15a52567,15,1,2,2,False,False,0.0,0.0,30,2
15a52568,15,1,2,2,False,False,0.0,0.0,30,2
15a52569,15,1,0,0,False,False,0.0,0.0,30,2
15a52570,15,1,0,0,False,False,0.0,0.0,30,2
15a52571,15,1,4,4,False,False,0.0,0.0,30,2
15a52572,15,1,6,6,False,False,0.0,0.0,30,2
15a52573,15,1,4,4,False,False,0.0,0.0,30,2
15a52574,15,1,0,0,False,False,0.0,0.0,30,2
15a52575,15,1,0,0,False,False,0.0,0.0,30,2
15a52576,15,1,6,6,False,False,0.0,0.0,30,2
15a52577,15,1,8,8,False,False,0.0,0.0,30,2
15a52578,15,1,4,4,False,False,0.0,0.0,30,2
15a52579,15,1,2,2,False,False,0.0,0.0,30,2
15a52580,15,1,8,8,False,False,0.0,0.0,30,2
15a52581,15,1,2,2,False,False,0.0,0.0,30,2
15a52582,15,1,0,0,False,False,0.0,0.0,30,2
15a52583,15,1,0,0,False,False,0.0,0.0,30,2
15a52584,15,1,2,2,False,False,0.0,0.0,30,2
15a52585,15,1,6,6,False,False,0.0,0.0,30,2
15a52586,15,1,8,8,False,False,0.0,0.0,30,2
15a52587,15,1,6,6,False,False,0.0,0.0,30,2
15a52588,15,1,0,0,False,False,0.0,0.0,30,2
15a52589,15,1,4,4,False,False,0.0,0.0,30,2
15a52590,15,1,0,0,False,False,0.0,0.0,30,2
15a52591,15,1,8,8,False,False,0.0,0.0,30,2
15a52592,15,1,8,8,False,False,0.0,0.0,30,2
15a52593,15,1,2,2,False,False,0.0,0.0,30,2
15a52594,15,1,2,2,False,False,0.0,0.0,30,2
15a52595,15,1,0,0,False,False,0.0,0.0,30,2
15a52596,15,1,4,4,False,False,0.0,0.0,30,2
15a52597,15,1,2,2,False,False,0.0,0.0,30,2
15a52598,15,1,6,6,False,False,0.0,0.0,30,2
15a52599,15,1,2,2,False,False,0.0,0.0,30,2
15a52600,15,1,2,2,False,False,0.0,0.0,30,2
15a52601,15,1,2,2,False,False,0.0,0.0,30,2
15a52602,15,1,4,4,False,False,0.0,0.0,30,2
15a52603,15,1,8,8,False,False,0.0,0.0,30,2
15a52604,15,1,4,4,False,False,0.0,0.0,30,2
15a52605,15,1,8,8,False,False,0.0,0.0,30,2
15a52606,15,1,2,2,False,False,0.0,0.0,30,2
15a52607,15,1,4,4,False,False,0.0,0.0,30,2
15a52608,15,1,6,6,False,False,0.0,0.0,30,2
15a52609,15,1,2,2,False,False,0.0,0.0,30,2
15a52610,15,1,2,2,False,False,0.0,0.0,30,2
15a52611,15,1,8,8,False,False,0.0,0.0,30,2
15a52612,15,1,6,6,False,False,0.0,0.0,30,2
15a52613,15,1,4,4,False,False,0.0,0.0,30,2
15a52614,15,1,8,8,False,False,0.0,0.0,30,2
15a52615,15,1,4,4,False,False,0.0,0.0,30,2
15a52616,15,1,6,6,False,False,0.0,0.0,30,2
15a52617,15,1,2,2,True,True,0.0,0.0,30,2
15a52618,15,1,0,0,False,False,0.0,0.0,30,2
15a52619,15,1,2,2,False,False,0.0,0.0,30,2
15a52620,15,1,8,8,False,False,0.0,0.0,30,2
15a52621,15,1,0,0,False,False,0.0,0.0,30,2
15a52622,15,1,6,6,False,False,0.0,0.0,30,2
15a52623,15,1,4,4,False,False,0.0,0.0,30,2
15a52624,15,1,6,6,False,False,0.0,0.0,30,2
15a52625,15,1,6,6,False,False,0.0,0.0,30,2
15a52626,15,1,4,4,False,False,0.0,0.0,30,2
15a52627,15,1,8,8,False,False,0.0,0.0,30,2
15a52628,15,1,6,6,False,False,0.0,0.0,30,2
15a52629,15,1,8,8,False,False,0.0,0.0,30,2
15a52630,15,1,8,8,False,False,0.0,0.0,30,2
15a52631,15,1,4,4,False,False,0.0,0.0,30,2
15a52632,15,1,6,6,False,False,0.0,0.0,30,2
15a52633,15,1,0,0,False,False,0.0,0.0,30,2
15a52634,15,1,2,2,False,False,0.0,0.0,30,2
15a52635,15,1,4,4,False,False,0.0,0.0,30,2
15a52636,15,1,6,6,False,False,0.0,0.0,30,2
15a52637,15,1,4,4,False,False,0.0,0.0,30,2
15a52638,15,1,4,4,False,False,0.0,0.0,30,2
15a52639,15,1,6,6,False,False,0.0,0.0,30,2
15a52640,15,1,2,2,False,False,0.0,0.0,30,2
15a52641,15,1,4,4,False,False,0.0,0.0,30,2
15a52642,15,1,2,2,False,False,0.0,0.0,30,2
15a52643,15,1,4,4,False,False,0.0,0.0,30,2
15a52644,15,1,6,6,False,False,0.0,0.0,30,2
15a52645,15,1,2,2,False,False,0.0,0.0,30,2
15a52646,15,1,0,0,False,False,0.0,0.0,30,2
15a52647,15,1,6,6,False,False,0.0,0.0,30,2
15a52648,15,1,6,6,False,False,0.0,0.0,30,2
15a52649,15,1,4,4,False,False,0.0,0.0,30,2
15a52650,15,1,2,2,False,False,0.0,0.0,30,2
15a52651,15,1,0,0,False,False,0.0,0.0,30,2
15a52652,15,1,0,0,False,False,0.0,0.0,30,2
15a52653,15,1,4,4,False,False,0.0,0.0,30,2
15a52654,15,1,6,6,False,False,0.0,0.0,30,2
15a52655,15,1,4,4,False,False,0.0,0.0,30,2
15a52656,15,1,6,6,False,False,0.0,0.0,30,2
15a52657,15,1,2,2,False,False,0.0,0.0,30,2
15a52658,15,1,6,6,False,False,0.0,0.0,30,2
15a52659,15,1,6,6,False,False,0.0,0.0,30,2
15a52660,15,1,6,6,False,False,0.0,0.0,30,2
15a52661,15,1,2,2,False,False,0.0,0.0,30,2
15a52662,15,1,0,0,False,False,0.0,0.0,30,2
15a52663,15,1,4,4,False,False,0.0,0.0,30,2
15a52664,15,1,4,4,False,False,0.0,0.0,30,2
15a52665,15,1,4,4,False,False,0.0,0.0,30,2
15a52666,15,1,0,0,False,False,0.0,0.0,30,2
15a52667,15,1,0,0,False,False,0.0,0.0,30,2
15a52668,15,1,0,0,False,False,0.0,0.0,30,2
15a52669,15,1,6,6,False,False,0.0,0.0,30,2
15a52670,15,1,2,2,False,False,0.0,0.0,30,2
15a52671,15,1,2,2,False,False,0.0,0.0,30,2
15a52672,15,1,4,4,False,False,0.0,0.0,30,2
15a52673,15,1,6,6,False,False,0.0,0.0,30,2
15a52674,15,1,4,4,False,False,0.0,0.0,30,2
15a52675,15,1,0,0,False,False,0.0,0.0,30,2
15a52676,15,1,2,2,False,False,0.0,0.0,30,2
15a52677,15,1,4,4,False,False,0.0,0.0,30,2
15a52678,15,1,2,2,False,False,0.0,0.0,30,2
15a52679,15,1,0,0,False,False,0.0,0.0,30,2
15a52680,15,1,0,0,False,False,0.0,0.0,30,2
15a52681,15,1,2,2,False,False,0.0,0.0,30,2
15a52682,15,1,4,4,False,False,0.0,0.0,30,2
15a52683,15,1,4,4,False,False,0.0,0.0,30,2
15a52684,15,1,2,2,False,False,0.0,0.0,30,2
15a52685,15,1,0,0,False,False,0.0,0.0,30,2
15a52686,15,1,6,6,False,False,0.0,0.0,30,2
15a52687,15,1,2,2,False,False,0.0,0.0,30,2
15a52688,15,1,6,6,False,False,0.0,0.0,30,2
15a52689,15,1,2,2,False,False,0.0,0.0,30,2
15a52690,15,1,2,2,False,False,0.0,0.0,30,2
15a52691,15,1,6,6,False,False,0.0,0.0,30,2
15a52692,15,1,4,4,False,False,0.0,0.0,30,2
15a52693,15,1,2,2,False,False,0.0,0.0,30,2
15a52694,15,1,2,2,False,False,0.0,0.0,30,2
15a52695,15,1,0,0,False,False,0.0,0.0,30,2
15a52696,15,1,4,4,False,False,0.0,0.0,30,2
15a52697,15,1,2,2,False,False,0.0,0.0,30,2
15a52698,15,1,4,4,False,False,0.0,0.0,30,2
15a52699,15,1,2,2,False,False,0.0,0.0,30,2
15a52700,15,1,2,2,False,False,0.0,0.0,30,2
15a52701,15,1,0,0,False,False,0.0,0.0,30,2
15a52702,15,1,2,2,False,False,0.0,0.0,30,2
15a52703,15,1,4,4,False,False,0.0,0.0,30,2
15a52704,15,1,0,0,False,False,0.0,0.0,30,2
15a52705,15,1,0,0,False,False,0.0,0.0,30,2
15a52706,15,1,4,4,False,False,0.0,0.0,30,2
15a52707,15,1,0,0,False,False,0.0,0.0,30,2
15a52708,15,1,4,4,False,False,0.0,0.0,30,2
15a52709,15,1,4,4,False,False,0.0,0.0,30,2
15a52710,15,1,0,0,False,False,0.0,0.0,30,2
15a52711,15,1,6,6,False,False,0.0,0.0,30,2
15a52712,15,1,0,0,False,False,0.0,0.0,30,2
15a52713,15,1,0,0,False,False,0.0,0.0,30,2
15a52714,15,1,2,2,False,False,0.0,0.0,30,2
15a52715,15,1,2,2,False,False,0.0,0.0,30,2
15a52716,15,1,0,0,False,False,0.0,0.0,30,2
15a52717,15,1,4,4,False,False,0.0,0.0,30,2
15a52718,15,1,4,4,False,False,0.0,0.0,30,2
15a52719,15,1,0,0,False,False,0.0,0.0,30,2
15a52720,15,1,0,0,False,False,0.0,0.0,30,2
15a52721,15,1,0,0,False,False,0.0,0.0,30,2
15a52722,15,1,4,4,False,False,0.0,0.0,30,2
15a52723,15,1,0,0,False,False,0.0,0.0,30,2
15a52724,15,1,2,2,False,False,0.0,0.0,30,2
15a52725,15,1,4,4,False,False,0.0,0.0,30,2
15a52726,15,1,0,0,False,False,0.0,0.0,30,2
15a52727,15,1,4,4,False,False,0.0,0.0,30,2
15a52728,15,1,0,0,False,False,0.0,0.0,30,2
15a52729,15,1,4,4,False,False,0.0,0.0,30,2
15a52730,15,1,0,0,False,False,0.0,0.0,30,2
15a52731,15,1,2,2,False,False,0.0,0.0,30,2
15a52732,15,1,2,2,False,False,0.0,0.0,30,2
15a52733,15,1,4,4,False,False,0.0,0.0,30,2
15a52734,15,1,2,2,False,False,0.0,0.0,30,2
15a52735,15,1,2,2,False,False,0.0,0.0,30,2
15a52736,15,1,2,2,False,False,0.0,0.0,30,2
15a52737,15,1,4,4,False,False,0.0,0.0,30,2
15a52738,15,1,2,2,False,False,0.0,0.0,30,2
15a52739,15,1,4,4,False,False,0.0,0.0,30,2
15a52740,15,1,6,6,False,False,0.0,0.0,30,2
15a52741,15,1,4,4,False,False,0.0,0.0,30,2
15a52742,15,1,4,4,False,False,0.0,0.0,30,2
15a52743,15,1,4,4,False,False,0.0,0.0,30,2
15a52744,15,1,2,2,False,False,0.0,0.0,30,2
15a52745,15,1,2,2,False,False,0.0,0.0,30,2
15a52746,15,1,8,8,False,False,0.0,0.0,30,2
15a52747,15,1,6,6,False,False,0.0,0.0,30,2
15a52748,15,1,0,0,False,False,0.0,0.0,30,2
15a52749,15,1,0,0,False,False,0.0,0.0,30,2
15a52750,15,1,0,0,False,False,0.0,0.0,30,2
15a52751,15,1,2,2,False,False,0.0,0.0,30,2
15a52752,15,1,0,0,False,False,0.0,0.0,30,2
15a52753,15,1,2,2,False,False,0.0,0.0,30,2
15a52754,15,1,2,2,False,False,0.0,0.0,30,2
15a52755,15,1,2,2,False,False,0.0,0.0,30,2
15a52756,15,1,2,2,False,False,0.0,0.0,30,2
15a52757,15,1,2,2,False,False,0.0,0.0,30,2
15a52758,15,1,2,2,False,False,0.0,0.0,30,2
15a52759,15,1,0,0,False,False,0.0,0.0,30,2
15a52760,15,1,2,2,False,False,0.0,0.0,30,2
15a52761,15,1,2,2,False,False,0.0,0.0,30,2
15a52762,15,1,2,2,False,False,0.0,0.0,30,2
15a52763,15,1,2,2,False,False,0.0,0.0,30,2
15a52764,15,1,2,2,False,False,0.0,0.0,30,2
15a52765,15,1,0,0,False,False,0.0,0.0,30,2
15a52766,15,1,0,0,False,False,0.0,0.0,30,2
15a52767,15,1,2,2,False,False,0.0,0.0,30,2
15a52768,15,1,6,6,False,False,0.0,0.0,30,2
15a52769,15,1,2,2,False,False,0.0,0.0,30,2
15a52770,15,1,4,4,False,False,0.0,0.0,30,2
15a52771,15,1,6,6,False,False,0.0,0.0,30,2
15a52772,15,1,4,4,False,False,0.0,0.0,30,2
15a52773,15,1,2,2,False,False,0.0,0.0,30,2
15a52774,15,1,4,4,False,False,0.0,0.0,30,2
15a52775,15,1,2,2,False,False,0.0,0.0,30,2
15a52776,15,1,0,0,False,False,0.0,0.0,30,2
15a52777,15,1,4,4,False,False,0.0,0.0,30,2
15a52778,15,1,2,2,False,False,0.0,0.0,30,2
15a52779,15,1,0,0,False,False,0.0,0.0,30,2
15a52780,15,1,2,2,False,False,0.0,0.0,30,2
15a52781,15,1,4,4,False,False,0.0,0.0,30,2
15a52782,15,1,0,0,False,False,0.0,0.0,30,2
15a52783,15,1,0,0,False,False,0.0,0.0,30,2
15a52784,15,1,2,2,False,False,0.0,0.0,30,2
15a52785,15,1,2,2,False,False,0.0,0.0,30,2
15a52786,15,1,4,4,False,False,0.0,0.0,30,2
15a52787,15,1,4,4,False,False,0.0,0.0,30,2
15a52788,15,1,4,4,False,False,0.0,0.0,30,2
15a52789,15,1,2,2,False,False,0.0,0.0,30,2
15a52790,15,1,2,2,False,False,0.0,0.0,30,2
15a52791,15,1,2,2,False,False,0.0,0.0,30,2
15a52792,15,1,4,4,False,False,0.0,0.0,30,2
15a52793,15,1,2,2,False,False,0.0,0.0,30,2
15a52794,15,1,4,4,False,False,0.0,0.0,30,2
15a52795,15,1,2,2,False,False,0.0,0.0,30,2
15a52796,15,1,0,0,False,False,0.0,0.0,30,2
15a52797,15,1,4,4,False,False,0.0,0.0,30,2
15a52798,15,1,8,8,False,False,0.0,0.0,30,2
15a52799,15,1,6,6,False,False,0.0,0.0,30,2
15a52800,15,1,2,2,False,False,0.0,0.0,30,2
15a52801,15,1,0,0,False,False,0.0,0.0,30,2
15a52802,15,1,2,2,False,False,0.0,0.0,30,2
15a52803,15,1,6,6,False,False,0.0,0.0,30,2
15a52804,15,1,4,4,False,False,0.0,0.0,30,2
15a52805,15,1,4,4,False,False,0.0,0.0,30,2
15a52806,15,1,2,2,False,False,0.0,0.0,30,2
15a52807,15,1,4,4,False,False,0.0,0.0,30,2
15a52808,15,1,2,2,False,False,0.0,0.0,30,2
15a52809,15,1,2,2,False,False,0.0,0.0,30,2
15a52810,15,1,4,4,False,False,0.0,0.0,30,2
15a52811,15,1,6,6,False,False,0.0,0.0,30,2
15a52812,15,1,2,2,False,False,0.0,0.0,30,2
15a52813,15,1,0,0,False,False,0.0,0.0,30,2
15a52814,15,1,0,0,False,False,0.0,0.0,30,2
15a52815,15,1,6,6,False,False,0.0,0.0,30,2
15a52816,15,1,4,4,False,False,0.0,0.0,30,2
15a52817,15,1,2,2,False,False,0.0,0.0,30,2
15a52818,15,1,4,4,False,False,0.0,0.0,30,2
15a52819,15,1,6,6,False,False,0.0,0.0,30,2
15a52820,15,1,2,2,False,False,0.0,0.0,30,2
15a52821,15,1,4,4,False,False,0.0,0.0,30,2
15a52822,15,1,0,0,False,False,0.0,0.0,30,2
15a52823,15,1,2,2,False,False,0.0,0.0,30,2
15a52824,15,1,2,2,False,False,0.0,0.0,30,2
15a52825,15,1,2,2,False,False,0.0,0.0,30,2
15a52826,15,1,4,4,False,False,0.0,0.0,30,2
15a52827,15,1,6,6,False,False,0.0,0.0,30,2
15a52828,15,1,6,6,False,False,0.0,0.0,30,2
15a52829,15,1,6,6,False,False,0.0,0.0,30,2
15a52830,15,1,4,4,False,False,0.0,0.0,30,2
15a52831,15,1,4,4,False,False,0.0,0.0,30,2
15a52832,15,1,2,2,False,False,0.0,0.0,30,2
15a52833,15,1,4,4,False,False,0.0,0.0,30,2
15a52834,15,1,2,2,False,False,0.0,0.0,30,2
15a52835,15,1,2,2,False,False,0.0,0.0,30,2
15a52836,15,1,0,0,False,False,0.0,0.0,30,2
15a52837,15,1,0,0,False,False,0.0,0.0,30,2
15a52838,15,1,4,4,False,False,0.0,0.0,30,2
15a52839,15,1,8,8,False,False,0.0,0.0,30,2
15a52840,15,1,6,6,False,False,0.0,0.0,30,2
15a52841,15,1,0,0,False,False,0.0,0.0,30,2
15a52842,15,1,2,2,False,False,0.0,0.0,30,2
15a52843,15,1,2,2,False,False,0.0,0.0,30,2
15a52844,15,1,0,0,False,False,0.0,0.0,30,2
15a52845,15,1,6,6,False,False,0.0,0.0,30,2
15a52846,15,1,4,4,False,False,0.0,0.0,30,2
15a52847,15,1,4,4,False,False,0.0,0.0,30,2
15a52848,15,1,4,4,False,False,0.0,0.0,30,2
15a52849,15,1,6,6,False,False,0.0,0.0,30,2
15a52850,15,1,2,2,False,False,0.0,0.0,30,2
15a52851,15,1,4,4,False,False,0.0,0.0,30,2
15a52852,15,1,4,4,False,False,0.0,0.0,30,2
15a52853,15,1,2,2,False,False,0.0,0.0,30,2
15a52854,15,1,2,2,False,False,0.0,0.0,30,2
15a52855,15,1,2,2,False,False,0.0,0.0,30,2
15a52856,15,1,6,6,False,False,0.0,0.0,30,2
15a52857,15,1,0,0,False,False,0.0,0.0,30,2
15a52858,15,1,4,4,False,False,0.0,0.0,30,2
15a52859,15,1,0,0,False,False,0.0,0.0,30,2
15a52860,15,1,4,4,False,False,0.0,0.0,30,2
15a52861,15,1,0,0,False,False,0.0,0.0,30,2
15a52862,15,1,2,2,False,False,0.0,0.0,30,2
15a52863,15,1,2,2,False,False,0.0,0.0,30,2
15a52864,15,1,4,4,False,False,0.0,0.0,30,2
15a52865,15,1,2,2,False,False,0.0,0.0,30,2
15a52866,15,1,2,2,False,False,0.0,0.0,30,2
15a52867,15,1,2,2,False,False,0.0,0.0,30,2
15a52868,15,1,2,2,False,False,0.0,0.0,30,2
15a52869,15,1,2,2,False,False,0.0,0.0,30,2
15a52870,15,1,4,4,False,False,0.0,0.0,30,2
15a52871,15,1,2,2,False,False,0.0,0.0,30,2
15a52872,15,1,6,6,False,False,0.0,0.0,30,2
15a52873,15,1,4,4,False,False,0.0,0.0,30,2
15a52874,15,1,2,2,False,False,0.0,0.0,30,2
15a52875,15,1,4,4,False,False,0.0,0.0,30,2
15a52876,15,1,0,0,False,False,0.0,0.0,30,2
15a52877,15,1,4,4,False,False,0.0,0.0,30,2
15a52878,15,1,2,2,False,False,0.0,0.0,30,2
15a52879,15,1,2,2,False,False,0.0,0.0,30,2
15a52880,15,1,0,0,False,False,0.0,0.0,30,2
