knot_id_base,W_F,F_rank,F_support,stored_union_diagonal_count,F_tuple_group,F_reflection_orbit,stored_torsion_tuple_group,source_khovanov_id
14a02286,2,484,28,2,281,280,3793,14a02286
14a02319,2,596,28,2,282,281,1883,14a02319
14a02327,2,484,28,2,281,280,3793,14a02327
14a02328,2,598,28,2,283,282,5421,14a02328
14a02329,2,406,28,2,284,283,2685,14a02329
14a02330,2,596,28,2,282,281,1883,14a02330
14a02332,2,406,28,2,284,283,2685,14a02332
14a02333,2,598,28,2,283,282,5421,14a02333
14a02369,2,544,28,2,285,284,40,14a02369
14a02387,2,538,28,2,280,279,1080,14a02387
14a02394,2,544,28,2,285,284,40,14a02394
14a02399,2,406,28,2,286,285,3409,14a02399
14a02438,2,406,28,2,287,286,2733,14a02438
14a02439,2,280,28,2,288,287,2380,14a02439
14a02445,2,442,28,2,289,288,2704,14a02445
14a02446,2,424,28,2,290,289,1779,14a02446
14a02447,2,298,28,2,291,290,1018,14a02447
14a02448,2,388,28,2,292,291,1308,14a02448
14a02449,2,244,28,2,293,292,5451,14a02449
14a02450,2,370,28,2,294,293,5410,14a02450
14a02451,2,406,28,2,286,285,3409,14a02451
14a02452,2,280,28,2,288,287,2380,14a02452
14a02453,2,334,28,2,295,294,2102,14a02453
14a02454,2,262,28,2,296,295,5405,14a02454
14a02455,2,406,28,2,287,286,2733,14a02455
14a02456,2,406,28,2,287,286,2733,14a02456
14a02457,2,352,28,2,297,296,5457,14a02457
14a02481,2,524,28,2,298,297,4339,14a02481
14a02490,2,424,28,2,299,298,1764,14a02490
14a02491,2,424,28,2,299,298,1764,14a02491
14a02492,2,334,28,2,300,299,5003,14a02492
14a02493,2,524,28,2,298,297,4339,14a02493
14a02495,2,334,28,2,300,299,5003,14a02495
14a02528,2,514,28,2,301,300,2708,14a02528
14a02537,2,514,28,2,301,300,2708,14a02537
14a02553,2,352,28,2,267,266,4781,14a02553
14a02567,2,550,28,2,302,301,4069,14a02567
14a02573,2,550,28,2,302,301,4069,14a02573
14a02574,2,550,28,2,303,302,3457,14a02574
14a02576,2,550,28,2,303,302,3457,14a02576
14a02595,2,752,28,2,274,273,4925,14a02595
14a02596,2,714,28,2,275,274,4237,14a02596
14a02609,2,550,28,2,304,303,3539,14a02609
14a02617,2,580,28,2,305,304,4402,14a02617
14a02618,2,550,28,2,304,303,3539,14a02618
14a02619,2,740,28,2,306,305,4884,14a02619
14a02620,2,580,28,2,305,304,4402,14a02620
14a02623,2,550,28,2,307,306,4155,14a02623
14a02624,2,740,28,2,306,305,4884,14a02624
14a02626,2,550,28,2,307,306,4155,14a02626
14a02629,2,742,28,2,278,277,3590,14a02629
14a02630,2,742,28,2,278,277,3590,14a02630
14a02663,2,740,28,2,306,305,4884,14a02663
14a02664,2,740,28,2,306,305,4884,14a02664
14a03058,2,442,28,2,289,288,2704,14a03058
14a03108,2,424,28,2,308,307,4765,14a03108
14a03113,2,424,28,2,308,307,4765,14a03113
14a03203,2,442,28,2,265,264,3445,14a03203
14a03275,2,334,28,2,309,308,4559,14a03275
14a03277,2,334,28,2,309,308,4559,14a03277
14a03400,2,388,28,2,310,309,2314,14a03400
14a03402,2,532,28,2,311,310,4344,14a03402
14a03403,2,406,28,2,312,311,2702,14a03403
14a03405,2,334,28,2,313,312,5004,14a03405
14a03407,2,550,28,2,314,313,3437,14a03407
14a03408,2,532,28,2,311,310,4344,14a03408
14a03409,2,550,28,2,314,313,3437,14a03409
14a03412,2,406,28,2,315,314,2659,14a03412
14a03416,2,406,28,2,315,314,2659,14a03416
14a03419,2,474,28,2,316,315,5256,14a03419
14a03423,2,352,28,2,317,316,203,14a03423
14a03432,2,406,28,2,312,311,2702,14a03432
14a03433,2,388,28,2,310,309,2314,14a03433
14a03434,2,532,28,2,311,310,4344,14a03434
14a03435,2,334,28,2,313,312,5004,14a03435
14a03436,2,550,28,2,314,313,3437,14a03436
14a03437,2,532,28,2,311,310,4344,14a03437
14a03438,2,550,28,2,314,313,3437,14a03438
14a03439,2,474,28,2,316,315,5256,14a03439
14a03539,2,492,28,2,318,317,4329,14a03539
14a03632,2,736,28,2,319,318,1912,14a03632
14a03636,2,626,28,2,320,319,3554,14a03636
14a03730,2,352,28,2,321,320,5455,14a03730
14a03732,2,406,28,2,322,321,3304,14a03732
14a03734,2,514,28,2,323,322,5414,14a03734
14a03735,2,460,28,2,324,323,3786,14a03735
14a04013,2,410,28,2,325,324,3385,14a04013
14a04041,2,516,28,2,326,325,245,14a04041
14a04046,2,506,28,2,327,326,5424,14a04046
14a04072,2,654,28,2,328,327,3571,14a04072
14a04140,2,506,28,2,327,326,5424,14a04140
14a04147,2,496,28,2,329,328,2322,14a04147
14a04264,2,494,28,2,330,329,3415,14a04264
14a04297,2,434,28,2,331,330,3403,14a04297
14a04354,2,442,28,2,332,331,2714,14a04354
14a04355,2,496,28,2,333,332,1809,14a04355
14a04362,2,298,28,2,334,333,5000,14a04362
14a04363,2,388,28,2,335,334,4729,14a04363
14a04364,2,442,28,2,332,331,2714,14a04364
14a04365,2,496,28,2,333,332,1809,14a04365
14a04367,2,350,28,2,336,335,3357,14a04367
14a04433,2,492,28,2,318,317,4329,14a04433
14a04493,2,388,28,2,337,336,2395,14a04493
14a04495,2,496,28,2,338,337,4812,14a04495
14a04652,2,550,28,2,339,338,3493,14a04652
14a04724,2,736,28,2,319,318,1912,14a04724
14a04871,2,494,28,2,330,329,3415,14a04871
14a04901,2,464,28,2,340,339,2318,14a04901
14a04904,2,462,28,2,341,340,5252,14a04904
14a04939,2,496,28,2,329,328,2322,14a04939
14a04998,2,516,28,2,326,325,245,14a04998
14a05013,2,496,28,2,342,341,4362,14a05013
14a05077,2,462,28,2,341,340,5252,14a05077
14a05146,2,622,28,2,343,342,3640,14a05146
14a05147,2,676,28,2,344,343,4415,14a05147
14a05236,2,370,28,2,345,344,1044,14a05236
14a05238,2,532,28,2,346,345,4396,14a05238
14a05239,2,370,28,2,345,344,1044,14a05239
14a05240,2,280,28,2,347,346,5452,14a05240
14a05241,2,334,28,2,348,347,5408,14a05241
14a05242,2,424,28,2,349,348,4328,14a05242
14a05281,2,298,28,2,334,333,5000,14a05281
14a05282,2,388,28,2,335,334,4729,14a05282
14a05334,2,496,28,2,350,349,1317,14a05334
14a05335,2,532,28,2,351,350,4363,14a05335
14a05336,2,460,28,2,352,351,2513,14a05336
14a05337,2,514,28,2,353,352,5425,14a05337
14a05338,2,442,28,2,354,353,2109,14a05338
14a05340,2,622,28,2,355,354,3568,14a05340
14a05456,2,622,28,2,356,355,3552,14a05456
14a05585,2,496,28,2,342,341,4362,14a05585
14a05606,2,352,28,2,264,263,1247,14a05606
14a05620,2,406,28,2,238,237,3308,14a05620
14a05696,2,280,28,2,239,238,3755,14a05696
14a05698,2,464,28,2,340,339,2318,14a05698
14a05731,2,528,28,2,357,356,37,14a05731
14a05748,2,334,28,2,358,357,5009,14a05748
14a05825,2,316,28,2,359,358,1243,14a05825
14a05827,2,550,28,2,360,359,3536,14a05827
14a05828,2,316,28,2,359,358,1243,14a05828
14a05890,2,626,28,2,320,319,3554,14a05890
14a06002,2,626,28,2,320,319,3554,14a06002
14a06093,2,460,28,2,361,360,3792,14a06093
14a06198,2,622,28,2,362,361,2800,14a06198
14a06434,2,698,28,2,363,362,3641,14a06434
14a06468,2,570,28,2,364,363,2777,14a06468
14a06620,2,570,28,2,364,363,2777,14a06620
14a06955,2,506,28,2,365,364,3530,14a06955
14a06965,2,350,28,2,336,335,3357,14a06965
14a07042,2,578,28,2,366,365,3540,14a07042
14a07137,2,540,28,2,367,366,4397,14a07137
14a07190,2,622,28,2,368,367,3576,14a07190
14a07193,2,388,28,2,369,368,2321,14a07193
14a07194,2,370,28,2,370,369,2658,14a07194
14a07196,2,338,28,2,371,370,2082,14a07196
14a07199,2,532,28,2,372,371,1872,14a07199
14a07200,2,550,28,2,373,372,2790,14a07200
14a07202,2,532,28,2,372,371,1872,14a07202
14a07205,2,622,28,2,374,373,2811,14a07205
14a07207,2,532,28,2,375,374,1880,14a07207
14a07209,2,514,28,2,376,375,382,14a07209
14a07210,2,460,28,2,377,376,3790,14a07210
14a07213,2,624,28,2,378,377,4903,14a07213
14a07215,2,406,28,2,379,378,354,14a07215
14a07216,2,388,28,2,369,368,2321,14a07216
14a07217,2,550,28,2,380,379,2795,14a07217
14a07218,2,370,28,2,370,369,2658,14a07218
14a07219,2,526,28,2,381,380,3456,14a07219
14a07220,2,602,28,2,382,381,5290,14a07220
14a07247,2,622,28,2,368,367,3576,14a07247
14a07249,2,550,28,2,373,372,2790,14a07249
14a07258,2,496,28,2,383,382,1286,14a07258
14a07260,2,526,28,2,381,380,3456,14a07260
14a07262,2,550,28,2,384,383,3468,14a07262
14a07263,2,496,28,2,383,382,1286,14a07263
14a07264,2,460,28,2,385,384,2447,14a07264
14a07269,2,338,28,2,371,370,2082,14a07269
14a07270,2,550,28,2,380,379,2795,14a07270
14a07271,2,622,28,2,374,373,2811,14a07271
14a07272,2,532,28,2,375,374,1880,14a07272
14a07273,2,550,28,2,384,383,3468,14a07273
14a07274,2,460,28,2,385,384,2447,14a07274
14a07275,2,460,28,2,377,376,3790,14a07275
14a07276,2,514,28,2,376,375,382,14a07276
14a07277,2,602,28,2,382,381,5290,14a07277
14a07279,2,624,28,2,378,377,4903,14a07279
14a07393,2,506,28,2,365,364,3530,14a07393
14a07399,2,570,28,2,386,385,5289,14a07399
14a07446,2,560,28,2,387,386,4871,14a07446
14a07449,2,570,28,2,386,385,5289,14a07449
14a07477,2,560,28,2,387,386,4871,14a07477
14a07478,2,452,28,2,388,387,5138,14a07478
14a07482,2,626,28,2,320,319,3554,14a07482
14a07527,2,532,28,2,389,388,4771,14a07527
14a07538,2,586,28,2,390,389,3541,14a07538
14a07598,2,532,28,2,389,388,4771,14a07598
14a07672,2,532,28,2,391,390,4351,14a07672
14a07698,2,406,28,2,379,378,354,14a07698
14a07726,2,532,28,2,391,390,4351,14a07726
14a07892,2,532,28,2,351,350,4363,14a07892
14a08016,2,518,28,2,392,391,4061,14a08016
14a08017,2,516,28,2,393,392,4796,14a08017
14a08023,2,532,28,2,394,393,4361,14a08023
14a08066,2,452,28,2,388,387,5138,14a08066
14a08096,2,438,28,2,395,394,4628,14a08096
14a08106,2,518,28,2,392,391,4061,14a08106
14a08107,2,516,28,2,393,392,4796,14a08107
14a08115,2,438,28,2,395,394,4628,14a08115
14a08321,2,532,28,2,394,393,4361,14a08321
14a08415,2,514,28,2,396,395,5417,14a08415
14a08424,2,532,28,2,397,396,4799,14a08424
14a08484,2,532,28,2,397,396,4799,14a08484
14a08571,2,550,28,2,339,338,3493,14a08571
14a08662,2,442,28,2,398,397,3404,14a08662
14a08727,2,496,28,2,399,398,4841,14a08727
14a08767,2,834,28,2,400,399,3655,14a08767
14a08811,2,496,28,2,401,400,4860,14a08811
14a08829,2,550,28,2,402,401,4072,14a08829
14a08872,2,730,28,2,403,402,3642,14a08872
14a08943,2,786,28,2,404,403,3646,14a08943
14a08963,2,794,28,2,405,404,3647,14a08963
14a09021,2,442,28,2,406,405,4148,14a09021
14a09022,2,746,28,2,407,406,3643,14a09022
14a09027,2,550,28,2,402,401,4072,14a09027
14a09180,2,540,28,2,408,366,2429,14a09180
14a09203,2,550,28,2,409,407,3458,14a09203
14a09309,2,528,28,2,357,356,37,14a09309
14a09313,2,626,28,2,410,408,3565,14a09313
14a09402,2,550,28,2,409,407,3458,14a09402
14a09676,2,388,28,2,263,262,3788,14a09676
14a09677,2,532,28,2,261,260,1899,14a09677
14a09678,2,550,28,2,262,261,2810,14a09678
14a09679,2,532,28,2,261,260,1899,14a09679
14a09680,2,550,28,2,262,261,2810,14a09680
14a09682,2,424,28,2,290,289,1779,14a09682
14a09683,2,334,28,2,295,294,2102,14a09683
14a09684,2,370,28,2,266,265,5016,14a09684
14a09685,2,298,28,2,291,290,1018,14a09685
14a09686,2,388,28,2,292,291,1308,14a09686
14a09687,2,406,28,2,287,286,2733,14a09687
14a09688,2,316,28,2,268,267,4722,14a09688
14a09692,2,244,28,2,293,292,5451,14a09692
14a09693,2,370,28,2,294,293,5410,14a09693
14a09694,2,352,28,2,297,296,5457,14a09694
14a09695,2,262,28,2,296,295,5405,14a09695
14a09707,2,468,28,2,411,409,3801,14a09707
14a09711,2,468,28,2,411,409,3801,14a09711
14a09793,2,622,28,2,412,410,2815,14a09793
14a09800,2,496,28,2,401,400,4860,14a09800
14a09878,2,540,28,2,408,366,2429,14a09878
14a10011,2,540,28,2,367,366,4397,14a10011
14a10115,2,370,28,2,413,411,373,14a10115
14a10120,2,504,28,2,414,412,1318,14a10120
14a10156,2,370,28,2,413,411,373,14a10156
14a10163,2,482,28,2,415,413,657,14a10163
14a10170,2,504,28,2,414,412,1318,14a10170
14a10185,2,482,28,2,415,413,657,14a10185
14a10395,2,424,28,2,349,348,4328,14a10395
14a10405,2,424,28,2,416,414,4358,14a10405
14a10406,2,488,28,2,417,415,1284,14a10406
14a10407,2,376,28,2,418,416,5347,14a10407
14a10408,2,496,28,2,419,417,2399,14a10408
14a10410,2,424,28,2,416,414,4358,14a10410
14a10411,2,450,28,2,420,418,2110,14a10411
14a10412,2,496,28,2,419,417,2399,14a10412
14a10413,2,388,28,2,421,419,1260,14a10413
14a10414,2,334,28,2,422,420,3958,14a10414
14a10415,2,406,28,2,423,421,3383,14a10415
14a10417,2,334,28,2,422,420,3958,14a10417
14a10434,2,376,28,2,418,416,5347,14a10434
14a10435,2,406,28,2,423,421,3383,14a10435
14a10437,2,496,28,2,424,422,1265,14a10437
14a10439,2,632,28,2,425,423,4873,14a10439
14a10440,2,388,28,2,421,419,1260,14a10440
14a10443,2,514,28,2,426,424,383,14a10443
14a10451,2,514,28,2,426,424,383,14a10451
14a10452,2,496,28,2,424,422,1265,14a10452
14a10453,2,450,28,2,420,418,2110,14a10453
14a10455,2,488,28,2,417,415,1284,14a10455
14a10456,2,632,28,2,425,423,4873,14a10456
14a10853,2,524,28,2,427,425,249,14a10853
14a10854,2,446,28,2,428,426,3405,14a10854
14a10861,2,586,28,2,390,389,3541,14a10861
14a10984,2,426,28,2,429,427,967,14a10984
14a11183,2,406,28,2,322,321,3304,14a11183
14a11322,2,460,28,2,430,428,240,14a11322
14a11365,2,442,28,2,406,405,4148,14a11365
14a11366,2,622,28,2,412,410,2815,14a11366
14a11456,2,426,28,2,429,427,967,14a11456
14a11544,2,524,28,2,427,425,249,14a11544
14a11553,2,460,28,2,430,428,240,14a11553
14a11581,2,460,28,2,431,429,1710,14a11581
14a11603,2,516,28,2,432,430,2423,14a11603
14a11617,2,426,28,2,433,431,595,14a11617
14a11649,2,516,28,2,432,430,2423,14a11649
14a11666,2,460,28,2,431,429,1710,14a11666
14a11687,2,426,28,2,433,431,595,14a11687
14a11695,2,622,28,2,343,342,3640,14a11695
14a11715,2,352,28,2,321,320,5455,14a11715
14a11716,2,388,28,2,337,336,2395,14a11716
14a11726,2,352,28,2,317,316,203,14a11726
14a11728,2,532,28,2,346,345,4396,14a11728
14a11740,2,334,28,2,358,357,5009,14a11740
14a11749,2,550,28,2,360,359,3536,14a11749
14a11770,2,514,28,2,353,352,5425,14a11770
14a11793,2,622,28,2,434,432,3553,14a11793
14a11847,2,496,28,2,350,349,1317,14a11847
14a11849,2,460,28,2,352,351,2513,14a11849
14a11982,2,622,28,2,362,361,2800,14a11982
14a11983,2,622,28,2,356,355,3552,14a11983
14a11984,2,622,28,2,355,354,3568,14a11984
14a11985,2,442,28,2,354,353,2109,14a11985
14a11986,2,514,28,2,323,322,5414,14a11986
14a11987,2,280,28,2,347,346,5452,14a11987
14a11988,2,334,28,2,348,347,5408,14a11988
14a11992,2,496,28,2,338,337,4812,14a11992
14a11993,2,460,28,2,324,323,3786,14a11993
14a11994,2,460,28,2,361,360,3792,14a11994
14a11996,2,676,28,2,344,343,4415,14a11996
14a12028,2,514,28,2,396,395,5417,14a12028
14a12325,2,622,28,2,434,432,3553,14a12325
14a12333,2,334,28,2,435,433,344,14a12333
14a12334,2,334,28,2,435,433,344,14a12334
14a12335,2,480,28,2,436,434,1264,14a12335
14a12336,2,208,28,2,437,435,503,14a12336
14a12337,2,208,28,2,437,435,503,14a12337
14a12344,2,480,28,2,436,434,1264,14a12344
14a12413,2,866,28,2,438,436,3657,14a12413
14a12414,2,522,28,2,439,437,1071,14a12414
14a12471,2,522,28,2,439,437,1071,14a12471
14a12524,2,496,28,2,399,398,4841,14a12524
14a12807,2,390,28,2,440,438,3306,14a12807
14a12815,2,486,28,2,441,439,3424,14a12815
14a12816,2,468,28,2,442,440,242,14a12816
14a12817,2,338,28,2,443,441,340,14a12817
14a12830,2,486,28,2,441,439,3424,14a12830
14a12833,2,468,28,2,442,440,242,14a12833
14a12834,2,338,28,2,443,441,340,14a12834
14a12868,2,458,28,2,444,442,4058,14a12868
14a12869,2,324,28,2,445,443,3729,14a12869
14a12875,2,390,28,2,440,438,3306,14a12875
14a12876,2,458,28,2,444,442,4058,14a12876
14a12877,2,324,28,2,445,443,3729,14a12877
14a12934,2,438,28,2,446,444,1066,14a12934
14a12936,2,438,28,2,446,444,1066,14a12936
14a12948,2,444,28,2,447,445,3115,14a12948
14a12949,2,540,28,2,448,446,1792,14a12949
14a12954,2,380,28,2,449,447,29,14a12954
14a12961,2,374,28,2,450,448,341,14a12961
14a12976,2,374,28,2,450,448,341,14a12976
14a12988,2,540,28,2,451,449,3122,14a12988
14a13009,2,380,28,2,449,447,29,14a13009
14a13055,2,444,28,2,447,445,3115,14a13055
14a13061,2,540,28,2,448,446,1792,14a13061
14a13087,2,540,28,2,451,449,3122,14a13087
14a13109,2,698,28,2,363,362,3641,14a13109
14a13117,2,720,28,2,452,450,4437,14a13117
14a13122,2,662,28,2,453,451,2817,14a13122
14a13124,2,662,28,2,453,451,2817,14a13124
14a13186,2,320,28,2,454,452,28,14a13186
14a13207,2,320,28,2,454,452,28,14a13207
14a13269,2,746,28,2,407,406,3643,14a13269
14a13274,2,660,28,2,455,453,4874,14a13274
14a13276,2,660,28,2,455,453,4874,14a13276
14a13315,2,436,28,2,456,454,1781,14a13315
14a13317,2,382,28,2,457,455,2047,14a13317
14a13342,2,382,28,2,457,455,2047,14a13342
14a13343,2,484,28,2,458,456,275,14a13343
14a13344,2,484,28,2,458,456,275,14a13344
14a13361,2,430,28,2,459,457,4630,14a13361
14a13374,2,436,28,2,456,454,1781,14a13374
14a13378,2,430,28,2,459,457,4630,14a13378
14a13431,2,440,28,2,460,458,1248,14a13431
14a13433,2,440,28,2,460,458,1248,14a13433
14a13434,2,270,28,2,461,459,1596,14a13434
14a13436,2,270,28,2,461,459,1596,14a13436
14a13439,2,622,28,2,462,460,4188,14a13439
14a13440,2,676,28,2,463,461,1328,14a13440
14a13442,2,622,28,2,462,460,4188,14a13442
14a13444,2,676,28,2,463,461,1328,14a13444
14a13473,2,450,28,2,464,462,5413,14a13473
14a13475,2,450,28,2,464,462,5413,14a13475
14a13476,2,284,28,2,465,463,5343,14a13476
14a13478,2,284,28,2,465,463,5343,14a13478
14a13481,2,604,28,2,466,464,3822,14a13481
14a13482,2,694,28,2,467,465,5433,14a13482
14a13484,2,604,28,2,466,464,3822,14a13484
14a13486,2,694,28,2,467,465,5433,14a13486
14a13489,2,698,28,2,363,362,3641,14a13489
14a13490,2,720,28,2,452,450,4437,14a13490
14a13506,2,746,28,2,407,406,3643,14a13506
14a13519,2,662,28,2,453,451,2817,14a13519
14a13523,2,662,28,2,453,451,2817,14a13523
14a13533,2,660,28,2,455,453,4874,14a13533
14a13537,2,660,28,2,455,453,4874,14a13537
14a13793,2,664,28,2,468,466,1324,14a13793
14a14043,2,690,28,2,469,467,3612,14a14043
14a14044,2,644,28,2,470,468,291,14a14044
14a14266,2,664,28,2,468,466,1324,14a14266
14a14413,2,926,28,2,471,469,3661,14a14413
14a14667,2,644,28,2,470,468,291,14a14667
14a14671,2,690,28,2,469,467,3612,14a14671
14a14918,2,866,28,2,438,436,3657,14a14918
14a15338,2,866,28,2,438,436,3657,14a15338
14a15366,2,602,28,2,472,470,3546,14a15366
14a15965,2,926,28,2,471,469,3661,14a15965
14a16076,2,434,28,2,331,330,3403,14a16076
14a16078,2,602,28,2,472,470,3546,14a16078
14a16084,2,578,28,2,366,365,3540,14a16084
14a17030,2,786,28,2,404,403,3646,14a17030
14a17080,2,834,28,2,400,399,3655,14a17080
14a17265,2,618,28,2,473,471,3563,14a17265
14a17275,2,618,28,2,473,471,3563,14a17275
14a17531,2,686,28,2,474,472,3579,14a17531
14a17564,2,866,28,2,438,436,3657,14a17564
14a17680,2,686,28,2,474,472,3579,14a17680
14a17779,2,626,28,2,410,408,3565,14a17779
14a17995,2,794,28,2,405,404,3647,14a17995
14a18163,2,746,28,2,407,406,3643,14a18163
14a18187,2,730,28,2,403,402,3642,14a18187
14a18601,2,390,28,2,475,473,3380,14a18601
14a18617,2,786,28,2,404,403,3646,14a18617
14a18638,2,446,28,2,428,426,3405,14a18638
14a18680,2,442,28,2,398,397,3404,14a18680
14a18988,2,446,28,2,428,426,3405,14a18988
14a19258,2,654,28,2,328,327,3571,14a19258
14a19303,2,390,28,2,475,473,3380,14a19303
14a19342,2,410,28,2,325,324,3385,14a19342
14n00036,3,84,22,3,476,474,758,14n00036
14n00133,3,186,23,3,477,475,2617,14n00133
14n00136,2,258,24,2,478,476,4134,14n00136
14n00149,2,226,22,2,479,477,1634,14n00149
14n00152,2,296,24,2,480,478,4855,14n00152
14n00157,2,236,22,2,481,479,1849,14n00157
14n00158,2,206,22,2,482,480,4676,14n00158
14n00164,2,270,22,2,483,481,2767,14n00164
14n00165,2,252,22,2,484,482,3843,14n00165
14n00179,2,282,24,2,485,483,2122,14n00179
14n00180,2,340,24,2,486,484,1861,14n00180
14n00181,3,138,34,3,487,485,4525,14n00181
14n00182,2,282,24,2,485,483,2122,14n00182
14n00183,2,340,24,2,486,484,1861,14n00183
14n00184,3,138,34,3,487,485,4525,14n00184
14n00212,2,154,22,2,488,486,1160,14n00212
14n00213,2,208,24,2,489,487,5108,14n00213
14n00214,3,150,33,3,490,488,956,14n00214
14n00215,2,280,24,2,491,489,1344,14n00215
14n00216,3,130,33,3,492,490,2214,14n00216
14n00225,2,154,22,2,488,486,1160,14n00225
14n00226,2,208,24,2,489,487,5108,14n00226
14n00227,3,150,33,3,490,488,956,14n00227
14n00228,2,280,24,2,491,489,1344,14n00228
14n00229,3,130,33,3,492,490,2214,14n00229
14n00232,2,172,22,2,493,491,3770,14n00232
14n00233,2,172,22,2,493,491,3770,14n00233
14n00236,2,190,22,2,494,492,2671,14n00236
14n00237,2,190,22,2,494,492,2671,14n00237
14n00240,3,130,33,3,495,493,2922,14n00240
14n00241,3,130,33,3,495,493,2922,14n00241
14n00244,2,280,24,2,496,494,856,14n00244
14n00245,2,280,24,2,496,494,856,14n00245
14n00246,2,154,22,2,497,495,1595,14n00246
14n00249,2,208,24,2,498,496,4751,14n00249
14n00250,3,150,33,3,499,497,1455,14n00250
14n00257,2,154,22,2,497,495,1595,14n00257
14n00258,2,208,24,2,498,496,4751,14n00258
14n00259,3,150,33,3,499,497,1455,14n00259
14n00336,2,236,22,2,481,479,1849,14n00336
14n00337,2,206,22,2,482,480,4676,14n00337
14n00344,2,270,22,2,483,481,2767,14n00344
14n00345,2,252,22,2,484,482,3843,14n00345
14n00350,3,186,23,3,477,475,2617,14n00350
14n00353,2,258,24,2,478,476,4134,14n00353
14n00357,2,226,22,2,479,477,1634,14n00357
14n00360,2,296,24,2,480,478,4855,14n00360
14n00364,2,260,24,2,500,498,3208,14n00364
14n00365,2,322,24,2,501,499,1059,14n00365
14n00366,3,148,34,3,502,500,5091,14n00366
14n00386,2,260,24,2,500,498,3208,14n00386
14n00387,2,322,24,2,501,499,1059,14n00387
14n00388,3,148,34,3,502,500,5091,14n00388
14n00418,2,82,20,2,503,501,2071,14n00418
14n00421,2,82,20,2,503,501,2071,14n00421
14n00425,2,100,20,2,504,502,791,14n00425
14n00426,2,100,20,2,504,502,791,14n00426
14n00429,3,42,29,3,505,503,4476,14n00429
14n00430,3,42,29,3,505,503,4476,14n00430
14n00435,2,190,24,2,506,504,2091,14n00435
14n00437,2,190,24,2,506,504,2091,14n00437
14n00630,2,226,24,2,507,505,1609,14n00630
14n00633,2,276,24,2,508,506,2389,14n00633
14n00634,3,122,34,3,509,507,3913,14n00634
14n00638,2,190,22,2,510,508,2672,14n00638
14n00640,2,192,22,2,103,103,817,14n00640
14n00643,2,180,22,2,511,509,3771,14n00643
14n00645,2,202,22,2,512,510,1626,14n00645
14n00670,2,122,20,2,513,511,1592,14n00670
14n00671,2,140,20,2,514,512,1339,14n00671
14n00674,3,82,31,3,515,513,3869,14n00674
14n00677,2,230,24,2,16,16,2676,14n00677
14n00682,3,42,28,3,516,514,2062,14n00682
14n00689,2,100,22,2,517,515,3003,14n00689
14n00732,2,244,24,2,518,516,3204,14n00732
14n00733,2,298,24,2,519,517,1051,14n00733
14n00734,3,124,34,3,520,518,5060,14n00734
14n00739,2,192,22,2,103,103,817,14n00739
14n00742,2,190,22,2,510,508,2672,14n00742
14n00745,2,202,22,2,512,510,1626,14n00745
14n00748,2,180,22,2,511,509,3771,14n00748
14n00778,2,226,24,2,507,505,1609,14n00778
14n00779,2,276,24,2,508,506,2389,14n00779
14n00780,3,122,34,3,509,507,3913,14n00780
14n00809,2,244,24,2,518,516,3204,14n00809
14n00810,2,298,24,2,519,517,1051,14n00810
14n00811,3,124,34,3,520,518,5060,14n00811
14n00838,3,42,28,3,516,514,2062,14n00838
14n00841,2,100,22,2,517,515,3003,14n00841
14n00849,2,244,24,2,521,519,818,14n00849
14n00852,2,298,24,2,522,520,3396,14n00852
14n00853,3,124,34,3,523,521,2991,14n00853
14n00887,2,226,24,2,524,522,2094,14n00887
14n00890,2,276,24,2,525,523,1758,14n00890
14n00891,3,122,34,3,526,524,4523,14n00891
14n00895,2,122,20,2,513,511,1592,14n00895
14n00896,2,140,20,2,514,512,1339,14n00896
14n00899,3,82,31,3,515,513,3869,14n00899
14n00900,2,230,24,2,16,16,2676,14n00900
14n00907,2,196,22,2,527,525,2626,14n00907
14n00911,2,276,24,2,508,506,2389,14n00911
14n00927,2,244,24,2,521,519,818,14n00927
14n00928,2,298,24,2,522,520,3396,14n00928
14n00929,3,124,34,3,523,521,2991,14n00929
14n00930,2,276,24,2,508,506,2389,14n00930
14n00981,2,226,24,2,524,522,2094,14n00981
14n00982,2,276,24,2,525,523,1758,14n00982
14n00983,3,122,34,3,526,524,4523,14n00983
14n01031,2,154,22,2,488,486,1160,14n01031
14n01034,2,228,24,2,528,526,2382,14n01034
14n01035,2,218,24,2,529,527,4017,14n01035
14n01047,2,154,24,2,530,528,2073,14n01047
14n01049,2,208,24,2,531,529,4719,14n01049
14n01050,2,118,24,2,532,530,1442,14n01050
14n01052,2,154,24,2,530,528,2073,14n01052
