knot_id_base,W_F,F_rank,F_support,stored_union_diagonal_count,F_tuple_group,F_reflection_orbit,stored_torsion_tuple_group,source_khovanov_id
15n007689,3,230,37,3,2905,2877,2231,15n007689
15n007690,2,440,26,2,2906,2878,2483,15n007690
15n007691,3,290,35,3,2907,2879,1050,15n007691
15n007692,2,276,24,2,2867,2840,553,15n007692
15n007693,2,314,25,2,2868,2841,83,15n007693
15n007698,3,108,31,3,2880,2852,4508,15n007698
15n007701,3,116,32,3,2881,2853,585,15n007701
15n007708,2,272,22,2,2883,2855,579,15n007708
15n007711,2,262,22,2,2882,2854,2179,15n007711
15n007714,2,286,24,2,2885,2857,52,15n007714
15n007717,2,248,22,2,2884,2856,567,15n007717
15n007731,2,82,20,2,2909,2881,2662,15n007731
15n007734,2,298,26,2,2916,2888,966,15n007734
15n007762,3,186,31,3,2917,2889,3075,15n007762
15n007789,2,226,24,2,2874,858,4027,15n007789
15n007790,2,326,24,2,2875,2847,2863,15n007790
15n007791,2,276,24,2,2876,2848,1851,15n007791
15n007792,2,376,26,2,2592,2566,1257,15n007792
15n007793,3,274,36,3,2877,2849,2221,15n007793
15n007794,2,476,26,2,2878,2850,2450,15n007794
15n007795,3,222,36,3,2879,2851,1023,15n007795
15n007822,3,318,31,3,2918,2890,2908,15n007822
15n007824,3,184,35,3,2919,2891,224,15n007824
15n007826,3,162,36,3,2920,2892,1444,15n007826
15n007828,2,414,26,2,2921,2893,15,15n007828
15n007864,2,244,24,2,2908,2880,5132,15n007864
15n007865,2,352,24,2,2910,2882,1359,15n007865
15n007866,2,298,24,2,2911,2883,3525,15n007866
15n007867,2,406,26,2,2912,2884,396,15n007867
15n007868,3,292,36,3,2913,2885,3879,15n007868
15n007869,2,514,26,2,2914,2886,1097,15n007869
15n007870,3,232,36,3,2915,2887,2375,15n007870
15n007880,3,124,29,3,2862,2835,4977,15n007880
15n007881,2,212,26,2,2863,2836,501,15n007881
15n007882,3,246,31,3,2864,2837,3692,15n007882
15n007883,2,360,26,2,2865,2838,1210,15n007883
15n007884,3,160,35,3,2866,2839,2017,15n007884
15n007921,3,218,36,3,2922,2894,6,15n007921
15n007923,2,288,26,2,2923,2895,3036,15n007923
15n007930,2,100,20,2,2899,2871,540,15n007930
15n007933,2,118,20,2,2900,2872,3662,15n007933
15n007936,3,78,30,3,2901,2873,147,15n007936
15n007939,2,172,24,2,2902,2874,3024,15n007939
15n007956,3,164,36,3,2924,2896,1662,15n007956
15n007957,2,244,24,2,2925,2897,3109,15n007957
15n007959,2,352,24,2,2926,2898,3849,15n007959
15n007960,2,298,24,2,2927,2899,1116,15n007960
15n007962,2,406,26,2,2928,2900,2115,15n007962
15n007963,3,292,36,3,2929,2901,1397,15n007963
15n007966,2,514,26,2,2930,2902,3494,15n007966
15n007967,3,232,36,3,2931,2903,482,15n007967
15n008044,3,176,31,3,2932,2904,1547,15n008044
15n008054,2,226,24,2,2869,2842,4611,15n008054
15n008055,3,122,31,3,2933,2905,2346,15n008055
15n008056,2,326,24,2,2934,2906,2170,15n008056
15n008057,2,276,24,2,2935,2907,2501,15n008057
15n008058,3,194,28,3,2936,2908,2202,15n008058
15n008059,2,376,26,2,2870,2843,805,15n008059
15n008060,3,274,36,3,2871,2844,2934,15n008060
15n008061,3,200,27,3,2937,2909,884,15n008061
15n008063,2,476,26,2,2872,2845,1815,15n008063
15n008064,3,222,36,3,2873,2846,1513,15n008064
15n008066,2,448,26,2,2938,2910,1299,15n008066
15n008068,3,106,31,3,2893,2865,3929,15n008068
15n008071,3,160,28,3,2894,2866,886,15n008071
15n008074,3,154,27,3,2895,2867,2197,15n008074
15n008075,2,228,22,2,2896,2868,1303,15n008075
15n008078,3,134,33,3,2897,2869,928,15n008078
15n008079,2,354,26,2,2898,2870,361,15n008079
15n008097,3,126,31,3,2939,2911,3732,15n008097
15n008099,2,376,26,2,2592,2566,1257,15n008099
15n008129,2,244,24,2,2925,2897,3109,15n008129
15n008130,2,352,24,2,2926,2898,3849,15n008130
15n008131,2,298,24,2,2927,2899,1116,15n008131
15n008132,2,406,26,2,2928,2900,2115,15n008132
15n008133,3,292,36,3,2929,2901,1397,15n008133
15n008134,2,514,26,2,2930,2902,3494,15n008134
15n008135,3,232,36,3,2931,2903,482,15n008135
15n008158,2,294,22,2,2940,2912,2843,15n008158
15n008163,3,152,33,3,2941,2913,207,15n008163
15n008233,3,140,31,3,2942,2914,4586,15n008233
15n008241,2,226,24,2,2869,2842,4611,15n008241
15n008242,2,326,24,2,2934,2906,2170,15n008242
15n008243,2,276,24,2,2935,2907,2501,15n008243
15n008244,2,376,26,2,2870,2843,805,15n008244
15n008245,3,274,36,3,2871,2844,2934,15n008245
15n008246,2,476,26,2,2872,2845,1815,15n008246
15n008247,3,222,36,3,2873,2846,1513,15n008247
15n008319,3,150,32,3,2943,2915,1496,15n008319
15n008320,3,150,32,3,2943,2915,1496,15n008320
15n008321,3,224,29,3,2770,2744,881,15n008321
15n008322,3,224,29,3,2770,2744,881,15n008322
15n008326,2,478,26,2,2944,2916,2155,15n008326
15n008327,2,478,26,2,2944,2916,2155,15n008327
15n008352,2,344,26,2,2827,2801,485,15n008352
15n008353,2,486,26,2,2828,2802,2182,15n008353
15n008354,3,212,37,3,2829,2803,1428,15n008354
15n008355,2,286,26,2,2830,2804,616,15n008355
15n008356,2,376,26,2,2831,2805,1971,15n008356
15n008357,3,114,36,3,2832,2806,1682,15n008357
15n008358,2,468,26,2,2812,2786,277,15n008358
15n008359,2,602,26,2,2813,2787,2893,15n008359
15n008360,3,226,37,3,2814,2788,1008,15n008360
15n008361,2,422,26,2,2824,2798,632,15n008361
15n008362,2,528,26,2,2825,2799,1976,15n008362
15n008363,3,200,36,3,2826,2800,1733,15n008363
15n008364,2,292,26,2,2815,2789,1756,15n008364
15n008365,2,394,26,2,2816,2790,682,15n008365
15n008366,3,146,37,3,2817,2791,3252,15n008366
15n008367,2,338,26,2,2818,2792,1520,15n008367
15n008368,2,468,26,2,2819,2793,870,15n008368
15n008369,3,182,37,3,2820,2794,2983,15n008369
15n008407,2,280,26,2,2945,2917,5073,15n008407
15n008408,2,370,26,2,2946,2918,439,15n008408
15n008409,3,154,37,3,2947,2919,3881,15n008409
15n008410,2,262,26,2,2948,2920,1045,15n008410
15n008411,2,388,26,2,2949,2921,2397,15n008411
15n008436,2,262,26,2,2950,2922,1035,15n008436
15n008437,2,388,26,2,2951,2923,4442,15n008437
15n008438,3,192,37,3,2952,2924,193,15n008438
15n008439,2,262,26,2,2950,2922,1035,15n008439
15n008440,2,388,26,2,2951,2923,4442,15n008440
15n008441,3,192,37,3,2952,2924,193,15n008441
15n008442,2,388,26,2,2949,2921,2397,15n008442
15n008443,2,262,26,2,2948,2920,1045,15n008443
15n008449,2,290,26,2,2953,2925,4574,15n008449
15n008450,2,408,26,2,2954,2926,864,15n008450
15n008451,3,178,37,3,2955,2927,2943,15n008451
15n008452,2,356,26,2,2956,2928,1862,15n008452
15n008453,2,342,26,2,2957,2929,1521,15n008453
15n008454,2,280,26,2,2945,2917,5073,15n008454
15n008455,2,370,26,2,2946,2918,439,15n008455
15n008456,3,154,37,3,2947,2919,3881,15n008456
15n008457,2,370,26,2,2958,2930,4055,15n008457
15n008461,2,520,26,2,2959,2931,1370,15n008461
15n008462,3,226,37,3,2960,2932,2271,15n008462
15n008465,2,452,26,2,2961,2933,2523,15n008465
15n008466,2,438,26,2,2962,2934,1122,15n008466
15n008470,2,290,26,2,2953,2925,4574,15n008470
15n008471,2,408,26,2,2954,2926,864,15n008471
15n008472,3,178,37,3,2955,2927,2943,15n008472
15n008473,2,356,26,2,2956,2928,1862,15n008473
15n008474,2,342,26,2,2957,2929,1521,15n008474
15n008495,2,262,26,2,2963,2935,1509,15n008495
15n008498,2,388,26,2,2964,2936,3840,15n008498
15n008499,3,192,37,3,2965,2937,452,15n008499
15n008501,2,388,26,2,2966,2938,1780,15n008501
15n008502,2,262,26,2,2967,2939,1516,15n008502
15n008504,2,262,26,2,2963,2935,1509,15n008504
15n008505,2,388,26,2,2964,2936,3840,15n008505
15n008506,3,192,37,3,2965,2937,452,15n008506
15n008507,2,388,26,2,2966,2938,1780,15n008507
15n008508,2,262,26,2,2967,2939,1516,15n008508
15n008509,2,280,26,2,2968,2940,4723,15n008509
15n008510,2,370,26,2,2969,2941,684,15n008510
15n008511,3,154,37,3,2970,2942,3240,15n008511
15n008512,2,370,26,2,2958,2930,4055,15n008512
15n008513,2,520,26,2,2959,2931,1370,15n008513
15n008514,3,226,37,3,2960,2932,2271,15n008514
15n008515,2,452,26,2,2961,2933,2523,15n008515
15n008516,2,438,26,2,2962,2934,1122,15n008516
15n008522,2,280,26,2,2968,2940,4723,15n008522
15n008523,2,370,26,2,2969,2941,684,15n008523
15n008524,3,154,37,3,2970,2942,3240,15n008524
15n008537,3,112,31,3,2971,2943,1407,15n008537
15n008538,2,176,20,2,2972,2944,4444,15n008538
15n008539,3,88,31,3,2973,2945,1993,15n008539
15n008543,3,106,31,3,2974,2946,3246,15n008543
15n008548,2,258,22,2,2975,2947,180,15n008548
15n008550,2,248,22,2,2884,2856,567,15n008550
15n008553,2,272,22,2,2883,2855,579,15n008553
15n008554,2,178,22,2,2976,2948,764,15n008554
15n008556,2,234,22,2,2977,2949,1176,15n008556
15n008558,2,292,26,2,2978,2950,1760,15n008558
15n008559,2,406,26,2,2979,2951,3670,15n008559
15n008560,3,174,37,3,2980,2952,587,15n008560
15n008561,3,170,25,3,2981,2953,3726,15n008561
15n008562,2,290,26,2,2982,2954,1611,15n008562
15n008563,3,232,33,3,2983,2955,1986,15n008563
15n008564,2,390,26,2,2984,2956,2731,15n008564
15n008565,3,168,36,3,2985,2957,724,15n008565
15n008566,2,390,26,2,2986,2958,2138,15n008566
15n008567,3,210,27,3,2987,2959,0,15n008567
15n008568,3,108,30,3,2988,2960,4974,15n008568
15n008569,3,164,29,3,2989,2961,1495,15n008569
15n008570,3,88,31,3,2973,2945,1993,15n008570
15n008571,2,178,22,2,2976,2948,764,15n008571
15n008572,2,292,26,2,2978,2950,1760,15n008572
15n008573,2,406,26,2,2979,2951,3670,15n008573
15n008574,3,174,37,3,2980,2952,587,15n008574
15n008575,2,158,24,2,2990,2962,3939,15n008575
15n008576,2,252,26,2,2991,2963,1199,15n008576
15n008577,3,158,33,3,2992,2964,2200,15n008577
15n008578,2,296,26,2,2993,2965,2310,15n008578
15n008579,3,146,34,3,2994,2966,946,15n008579
15n008580,2,344,26,2,2995,2967,1850,15n008580
15n008581,3,104,32,3,2996,2968,21,15n008581
15n008584,2,212,24,2,2997,2969,5114,15n008584
15n008585,2,342,26,2,2998,2970,359,15n008585
15n008586,3,228,36,3,2999,2971,3878,15n008586
15n008587,2,410,26,2,3000,2972,991,15n008587
15n008588,3,208,36,3,3001,2973,2369,15n008588
15n008589,2,390,26,2,2986,2958,2138,15n008589
15n008590,3,210,27,3,2987,2959,0,15n008590
15n008603,3,170,25,3,2981,2953,3726,15n008603
15n008604,2,290,26,2,2982,2954,1611,15n008604
15n008605,3,232,33,3,2983,2955,1986,15n008605
15n008606,2,390,26,2,2984,2956,2731,15n008606
15n008607,3,168,36,3,2985,2957,724,15n008607
15n008610,3,236,35,3,3002,2974,3865,15n008610
15n008619,2,266,24,2,835,827,4046,15n008619
15n008624,2,432,26,2,3003,2975,1298,15n008624
15n008625,3,298,36,3,3004,2976,2230,15n008625
15n008630,3,164,29,3,2989,2961,1495,15n008630
15n008633,2,212,24,2,2997,2969,5114,15n008633
15n008634,2,342,26,2,2998,2970,359,15n008634
15n008635,3,228,36,3,2999,2971,3878,15n008635
15n008636,2,410,26,2,3000,2972,991,15n008636
15n008637,3,208,36,3,3001,2973,2369,15n008637
15n008640,3,112,31,3,2971,2943,1407,15n008640
15n008643,3,106,31,3,2974,2946,3246,15n008643
15n008648,2,258,22,2,2975,2947,180,15n008648
15n008649,2,248,22,2,2884,2856,567,15n008649
15n008652,2,272,22,2,2883,2855,579,15n008652
15n008653,2,234,22,2,2977,2949,1176,15n008653
15n008656,3,112,31,3,2971,2943,1407,15n008656
15n008659,3,106,31,3,2974,2946,3246,15n008659
15n008662,2,258,22,2,2975,2947,180,15n008662
15n008665,2,234,22,2,2977,2949,1176,15n008665
15n008680,3,112,31,3,2971,2943,1407,15n008680
15n008683,3,106,31,3,2974,2946,3246,15n008683
15n008686,2,258,22,2,2975,2947,180,15n008686
15n008689,2,234,22,2,2977,2949,1176,15n008689
15n008690,3,108,30,3,2988,2960,4974,15n008690
15n008691,2,114,24,2,3005,2977,4973,15n008691
15n008692,2,200,26,2,3006,2978,504,15n008692
15n008693,3,162,31,3,3007,2979,3688,15n008693
15n008694,2,276,26,2,3008,2980,1200,15n008694
15n008695,3,102,36,3,3009,2981,2019,15n008695
15n008711,3,96,31,3,2744,2718,1430,15n008711
15n008716,2,372,26,2,3010,2982,2411,15n008716
15n008717,2,518,26,2,3011,2983,2879,15n008717
15n008718,3,222,37,3,3012,2984,935,15n008718
15n008726,2,114,24,2,3005,2977,4973,15n008726
15n008727,2,200,26,2,3006,2978,504,15n008727
15n008728,3,162,31,3,3007,2979,3688,15n008728
15n008729,2,276,26,2,3008,2980,1200,15n008729
15n008730,3,102,36,3,3009,2981,2019,15n008730
15n008731,2,344,26,2,2995,2967,1850,15n008731
15n008732,3,104,32,3,2996,2968,21,15n008732
15n008734,3,100,31,3,3013,2985,4969,15n008734
15n008736,2,158,24,2,2990,2962,3939,15n008736
15n008737,2,252,26,2,2991,2963,1199,15n008737
15n008738,3,158,33,3,2992,2964,2200,15n008738
15n008739,2,296,26,2,2993,2965,2310,15n008739
15n008740,3,146,34,3,2994,2966,946,15n008740
15n008766,3,286,34,3,3014,2986,5,15n008766
15n008768,3,174,36,3,3015,2987,1450,15n008768
15n008770,3,168,36,3,3016,2988,217,15n008770
15n008772,2,372,26,2,3017,2989,3039,15n008772
15n008785,3,210,36,3,3018,2990,1660,15n008785
15n008787,2,330,26,2,3019,2991,14,15n008787
15n008788,2,372,26,2,3010,2982,2411,15n008788
15n008789,2,518,26,2,3011,2983,2879,15n008789
15n008790,3,222,37,3,3012,2984,935,15n008790
15n008804,3,250,33,3,3020,2992,2910,15n008804
15n008814,2,374,24,2,3021,2993,2874,15n008814
15n008815,2,324,24,2,3022,2994,1863,15n008815
15n008818,2,524,26,2,3023,2995,2484,15n008818
15n008819,3,270,36,3,3024,2996,1047,15n008819
15n008821,3,100,31,3,3013,2985,4969,15n008821
15n008876,3,100,31,3,3025,2997,4528,15n008876
15n008893,3,100,31,3,3025,2997,4528,15n008893
15n008901,2,226,24,2,3026,2998,4602,15n008901
15n008902,2,226,24,2,3026,2998,4602,15n008902
15n008903,3,212,36,3,3027,2999,4966,15n008903
15n008904,2,416,26,2,3028,3000,1314,15n008904
15n008905,2,366,26,2,3029,3001,2136,15n008905
15n008906,3,204,37,3,3030,3002,1500,15n008906
15n008907,2,416,26,2,3028,3000,1314,15n008907
15n008908,2,366,26,2,3029,3001,2136,15n008908
15n008920,3,204,37,3,3030,3002,1500,15n008920
15n008921,3,212,36,3,3027,2999,4966,15n008921
15n008962,2,244,22,2,3031,3003,1350,15n008962
15n008963,2,244,22,2,3031,3003,1350,15n008963
15n008964,2,298,22,2,2769,2743,449,15n008964
15n008965,2,298,22,2,2769,2743,449,15n008965
15n008968,3,146,33,3,2766,2740,3336,15n008968
15n008969,3,146,33,3,2766,2740,3336,15n008969
15n008970,2,460,26,2,3032,3004,2524,15n008970
15n008971,2,460,26,2,3032,3004,2524,15n008971
15n008991,3,150,32,3,2943,2915,1496,15n008991
15n008992,3,150,32,3,2943,2915,1496,15n008992
15n008995,2,478,26,2,2944,2916,2155,15n008995
15n008996,2,478,26,2,2944,2916,2155,15n008996
15n009104,3,192,27,3,3033,3005,741,15n009104
15n009105,2,292,24,2,3034,3006,3211,15n009105
15n009106,2,214,22,2,3035,3007,1551,15n009106
15n009107,2,334,26,2,3036,3008,4671,15n009107
15n009108,3,342,34,3,3037,3009,101,15n009108
15n009109,2,526,26,2,3038,3010,2749,15n009109
15n009110,3,208,36,3,3039,3011,731,15n009110
15n009134,3,108,31,3,2880,2852,4508,15n009134
15n009135,3,108,31,3,2880,2852,4508,15n009135
15n009140,3,116,32,3,2881,2853,585,15n009140
15n009141,3,116,32,3,2881,2853,585,15n009141
15n009146,2,262,22,2,2882,2854,2179,15n009146
15n009148,2,262,22,2,2882,2854,2179,15n009148
15n009153,2,286,24,2,2885,2857,52,15n009153
15n009155,2,286,24,2,2885,2857,52,15n009155
15n009162,2,372,26,2,3010,2982,2411,15n009162
15n009165,2,518,26,2,3011,2983,2879,15n009165
15n009166,3,222,37,3,3012,2984,935,15n009166
15n009169,2,438,26,2,2962,2934,1122,15n009169
15n009170,2,452,26,2,2961,2933,2523,15n009170
15n009173,2,370,26,2,2958,2930,4055,15n009173
15n009176,2,520,26,2,2959,2931,1370,15n009176
15n009177,3,226,37,3,2960,2932,2271,15n009177
15n009181,3,122,31,3,2933,2905,2346,15n009181
15n009184,2,374,24,2,3021,2993,2874,15n009184
15n009185,2,324,24,2,3022,2994,1863,15n009185
15n009186,3,194,28,3,2936,2908,2202,15n009186
15n009189,3,200,27,3,2937,2909,884,15n009189
15n009191,2,524,26,2,3023,2995,2484,15n009191
15n009192,3,270,36,3,3024,2996,1047,15n009192
15n009196,2,448,26,2,2938,2910,1299,15n009196
15n009228,2,370,26,2,2958,2930,4055,15n009228
15n009230,2,520,26,2,2959,2931,1370,15n009230
15n009231,3,226,37,3,2960,2932,2271,15n009231
15n009233,2,452,26,2,2961,2933,2523,15n009233
15n009234,2,438,26,2,2962,2934,1122,15n009234
15n009236,3,192,27,3,3033,3005,741,15n009236
15n009237,2,292,24,2,3034,3006,3211,15n009237
15n009238,2,214,22,2,3035,3007,1551,15n009238
15n009239,2,334,26,2,3036,3008,4671,15n009239
15n009240,3,342,34,3,3037,3009,101,15n009240
15n009241,2,526,26,2,3038,3010,2749,15n009241
15n009242,3,208,36,3,3039,3011,731,15n009242
15n009243,2,372,26,2,3010,2982,2411,15n009243
15n009244,2,518,26,2,3011,2983,2879,15n009244
15n009245,3,222,37,3,3012,2984,935,15n009245
15n009317,3,186,36,3,3040,3012,3875,15n009317
15n009320,2,316,24,2,3041,3013,5154,15n009320
15n009321,2,412,25,2,3042,3014,58,15n009321
15n009322,2,382,24,2,3043,3015,5426,15n009322
15n009323,2,478,26,2,3044,3016,406,15n009323
15n009324,3,268,36,3,3045,3017,3905,15n009324
15n009325,2,502,26,2,3046,3018,19,15n009325
15n009326,3,340,36,3,3047,3019,5181,15n009326
15n009348,2,316,24,2,3041,3013,5154,15n009348
15n009349,2,412,25,2,3042,3014,58,15n009349
15n009350,2,382,24,2,3043,3015,5426,15n009350
15n009351,2,478,26,2,3044,3016,406,15n009351
15n009352,3,268,36,3,3045,3017,3905,15n009352
15n009353,2,502,26,2,3046,3018,19,15n009353
15n009354,3,340,36,3,3047,3019,5181,15n009354
15n009355,2,266,24,2,835,827,4046,15n009355
15n009360,2,432,26,2,3003,2975,1298,15n009360
15n009361,3,298,36,3,3004,2976,2230,15n009361
15n009362,2,294,22,2,2940,2912,2843,15n009362
15n009367,3,152,33,3,2941,2913,207,15n009367
15n009396,2,292,26,2,3048,3020,227,15n009396
15n009397,2,394,26,2,3049,3021,2880,15n009397
15n009398,3,128,37,3,3050,3022,903,15n009398
15n009430,2,244,22,2,3031,3003,1350,15n009430
15n009431,2,244,22,2,3031,3003,1350,15n009431
15n009434,2,460,26,2,3032,3004,2524,15n009434
15n009435,2,460,26,2,3032,3004,2524,15n009435
15n009724,2,360,26,2,2833,2807,2507,15n009724
15n009725,2,530,26,2,2834,2808,2877,15n009725
15n009726,3,258,37,3,2835,2809,926,15n009726
15n009729,2,382,26,2,2850,2824,4038,15n009729
15n009730,2,508,26,2,2851,2825,1375,15n009730
15n009731,3,212,37,3,2852,2826,2275,15n009731
15n009750,2,338,26,2,2836,2810,1556,15n009750
15n009751,2,504,26,2,2837,2811,3852,15n009751
15n009752,3,252,37,3,2838,2812,456,15n009752
15n009755,2,364,26,2,2853,2827,4764,15n009755
15n009756,2,478,26,2,2854,2828,690,15n009756
15n009757,3,198,37,3,2855,2829,3269,15n009757
15n009758,3,126,31,3,2939,2911,3732,15n009758
15n009789,3,140,31,3,2942,2914,4586,15n009789
15n009798,2,226,24,2,2874,858,4027,15n009798
15n009799,2,326,24,2,2875,2847,2863,15n009799
15n009800,2,276,24,2,2876,2848,1851,15n009800
15n009801,2,376,26,2,2592,2566,1257,15n009801
15n009802,3,274,36,3,2877,2849,2221,15n009802
15n009803,2,476,26,2,2878,2850,2450,15n009803
15n009804,3,222,36,3,2879,2851,1023,15n009804
15n009805,2,244,24,2,2908,2880,5132,15n009805
15n009807,2,352,24,2,2910,2882,1359,15n009807
15n009808,2,298,24,2,2911,2883,3525,15n009808
15n009809,2,406,26,2,2912,2884,396,15n009809
15n009810,3,292,36,3,2913,2885,3879,15n009810
15n009811,2,514,26,2,2914,2886,1097,15n009811
15n009812,3,232,36,3,2915,2887,2375,15n009812
15n009829,2,244,24,2,2925,2897,3109,15n009829
15n009831,2,352,24,2,2926,2898,3849,15n009831
15n009832,2,298,24,2,2927,2899,1116,15n009832
15n009834,2,406,26,2,2928,2900,2115,15n009834
15n009835,3,292,36,3,2929,2901,1397,15n009835
15n009838,2,514,26,2,2930,2902,3494,15n009838
15n009839,3,232,36,3,2931,2903,482,15n009839
15n009849,2,226,24,2,2869,2842,4611,15n009849
15n009850,2,326,24,2,2934,2906,2170,15n009850
15n009851,2,276,24,2,2935,2907,2501,15n009851
15n009852,2,376,26,2,2870,2843,805,15n009852
15n009853,3,274,36,3,2871,2844,2934,15n009853
15n009854,2,476,26,2,2872,2845,1815,15n009854
15n009855,3,222,36,3,2873,2846,1513,15n009855
15n009908,2,522,26,2,2857,2830,1124,15n009908
15n009909,2,368,26,2,2856,2488,2521,15n009909
15n009965,2,512,26,2,2859,2832,1877,15n009965
15n009966,2,330,26,2,2858,2831,1560,15n009966
15n010053,3,106,31,3,2893,2865,3929,15n010053
15n010056,3,160,28,3,2894,2866,886,15n010056
15n010059,3,154,27,3,2895,2867,2197,15n010059
15n010060,2,228,22,2,2896,2868,1303,15n010060
15n010063,3,134,33,3,2897,2869,928,15n010063
15n010064,2,354,26,2,2898,2870,361,15n010064
15n010086,3,106,31,3,2893,2865,3929,15n010086
15n010089,3,160,28,3,2894,2866,886,15n010089
15n010092,2,228,22,2,2896,2868,1303,15n010092
15n010093,3,154,27,3,2895,2867,2197,15n010093
15n010096,2,354,26,2,2898,2870,361,15n010096
15n010097,3,134,33,3,2897,2869,928,15n010097
15n010115,2,226,24,2,2874,858,4027,15n010115
15n010116,2,326,24,2,2875,2847,2863,15n010116
15n010117,2,276,24,2,2876,2848,1851,15n010117
15n010118,2,376,26,2,2592,2566,1257,15n010118
15n010119,3,274,36,3,2877,2849,2221,15n010119
15n010120,2,476,26,2,2878,2850,2450,15n010120
15n010121,3,222,36,3,2879,2851,1023,15n010121
15n010237,2,226,24,2,2869,2842,4611,15n010237
15n010238,2,326,24,2,2934,2906,2170,15n010238
15n010239,2,276,24,2,2935,2907,2501,15n010239
15n010240,2,376,26,2,2870,2843,805,15n010240
15n010241,3,274,36,3,2871,2844,2934,15n010241
15n010242,2,476,26,2,2872,2845,1815,15n010242
15n010243,3,222,36,3,2873,2846,1513,15n010243
15n010278,2,244,24,2,2908,2880,5132,15n010278
15n010279,2,352,24,2,2910,2882,1359,15n010279
15n010280,2,298,24,2,2911,2883,3525,15n010280
15n010281,2,406,26,2,2912,2884,396,15n010281
15n010282,3,292,36,3,2913,2885,3879,15n010282
15n010283,2,514,26,2,2914,2886,1097,15n010283
15n010284,3,232,36,3,2915,2887,2375,15n010284
15n010299,2,244,24,2,2925,2897,3109,15n010299
15n010300,2,352,24,2,2926,2898,3849,15n010300
15n010301,2,298,24,2,2927,2899,1116,15n010301
15n010302,2,406,26,2,2928,2900,2115,15n010302
15n010303,3,292,36,3,2929,2901,1397,15n010303
15n010304,2,514,26,2,2930,2902,3494,15n010304
15n010305,3,232,36,3,2931,2903,482,15n010305
15n010340,2,314,24,2,3051,3023,1555,15n010340
15n010341,2,492,26,2,3052,3024,840,15n010341
15n010342,3,302,37,3,3053,3025,2961,15n010342
15n010343,2,250,26,2,3054,3026,127,15n010343
15n010344,2,364,26,2,3055,3027,3222,15n010344
15n010345,3,174,37,3,3056,3028,704,15n010345
15n010346,2,324,26,2,3057,3029,266,15n010346
15n010347,2,458,26,2,3058,3030,2872,15n010347
15n010348,3,192,37,3,3059,3031,925,15n010348
15n010349,2,428,26,2,3060,3032,247,15n010349
15n010350,2,546,26,2,3061,3033,2891,15n010350
15n010351,3,202,36,3,3062,3034,958,15n010351
15n010352,2,240,24,2,3063,3035,743,15n010352
15n010353,2,398,26,2,3064,3036,1622,15n010353
15n010354,3,284,36,3,3065,3037,2004,15n010354
15n010444,2,258,24,2,2757,2731,4624,15n010444
15n010446,2,382,24,2,2758,2732,2184,15n010446
15n010447,2,316,24,2,2759,2733,2506,15n010447
15n010448,2,440,26,2,2760,2734,826,15n010448
15n010449,3,338,36,3,2761,2735,2935,15n010449
15n010450,2,580,26,2,2762,2736,1902,15n010450
15n010451,3,246,36,3,2763,2737,1514,15n010451
15n010466,2,284,24,2,2795,2769,5177,15n010466
15n010468,2,400,24,2,2796,2770,1363,15n010468
15n010469,2,346,24,2,2797,2771,3637,15n010469
15n010470,2,462,26,2,2798,2772,397,15n010470
15n010471,3,316,36,3,2799,2773,3890,15n010471
15n010472,2,562,26,2,2800,2774,1098,15n010472
15n010473,3,280,36,3,2801,2775,2504,15n010473
15n010555,3,186,31,3,2917,2889,3075,15n010555
15n010563,2,432,26,2,2745,2719,276,15n010563
15n010578,3,176,31,3,2932,2904,1547,15n010578
15n010744,2,258,24,2,2757,2731,4624,15n010744
15n010745,2,382,24,2,2758,2732,2184,15n010745
15n010746,2,316,24,2,2759,2733,2506,15n010746
15n010747,2,440,26,2,2760,2734,826,15n010747
15n010748,3,338,36,3,2761,2735,2935,15n010748
15n010749,2,580,26,2,2762,2736,1902,15n010749
15n010750,3,246,36,3,2763,2737,1514,15n010750
15n010759,2,268,24,2,2753,2727,3209,15n010759
15n010760,2,190,22,2,2754,2728,1548,15n010760
15n010763,2,502,26,2,2755,2729,2741,15n010763
15n010764,3,184,35,3,2756,2730,721,15n010764
15n010769,2,284,24,2,2795,2769,5177,15n010769
15n010770,2,400,24,2,2796,2770,1363,15n010770
15n010771,2,346,24,2,2797,2771,3637,15n010771
15n010772,2,462,26,2,2798,2772,397,15n010772
15n010773,3,316,36,3,2799,2773,3890,15n010773
15n010774,2,562,26,2,2800,2774,1098,15n010774
15n010775,3,280,36,3,2801,2775,2504,15n010775
15n010784,2,358,24,2,2784,2758,3676,15n010784
15n010785,2,340,24,2,2785,2759,1313,15n010785
15n010788,2,412,26,2,2786,2760,3132,15n010788
15n010789,3,318,35,3,2787,2761,655,15n010789
15n010790,3,170,27,3,2788,2762,3736,15n010790
15n010793,2,306,26,2,2789,2763,1590,15n010793
15n010794,3,328,31,3,2790,2764,1985,15n010794
15n010804,2,282,24,2,2806,2780,3395,15n010804
15n010807,2,416,26,2,2807,2781,1868,15n010807
15n010808,3,218,36,3,2808,2782,1680,15n010808
15n010840,2,428,26,2,3060,3032,247,15n010840
15n010841,2,546,26,2,3061,3033,2891,15n010841
15n010842,3,202,36,3,3062,3034,958,15n010842
15n010843,2,358,26,2,3066,3038,1063,15n010843
15n010844,2,496,26,2,3067,3039,1367,15n010844
15n010845,3,202,37,3,3068,3040,2270,15n010845
